 price_in_rp ;address;district;city;bedrooms;bathrooms;land_size_m2;building_size_m2;floors;garages
 2900000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;266.0;400.0;2.0;0.0
 11500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;5.0;518.0;515.0;2.0;2.0
 2900000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;315.0;150.0;2.0;1.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;323.0;500.0;2.0;2.0
 11500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;5.0;518.0;515.0;2.0;2.0
 4500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;2.0;334.0;350.0;2.0;2.0
 775000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;105.0;44.0;1.0;0.0
 5000000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;498.0;300.0;2.0;3.0
 4500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;345.0;200.0;2.0;0.0
 1650000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;84.0;89.0;3.0;0.0
 1250000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;140.0;88.0;1.0;0.0
 1800000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;224.0;90.0;1.0;1.0
 1150000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;90.0;150.0;2.0;0.0
 570000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;72.0;45.0;1.0;1.0
 2300000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;133.0;185.0;2.0;0.0
 600000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;72.0;54.0;2.0;2.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;2.0;242.0;188.0;3.0;0.0
 1900000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;2.0;224.0;100.0;1.0;2.0
 3250000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;301.0;250.0;3.0;0.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;3.0;323.0;200.0;2.0;0.0
 2300000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;133.0;185.0;2.0;0.0
 2500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;202.0;370.0;2.0;0.0
 5300000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;2.0;300.0;500.0;2.0;1.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 14500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;886.0;500.0;2.0;0.0
 15500000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;1118.0;600.0;2.0;2.0
 22000000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;5.0;1050.0;1000.0;2.0;4.0
 15500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;1156.0;500.0;2.0;0.0
 5500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;312.0;300.0;2.0;0.0
 2100000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;120.0;105.0;2.0;1.0
 1600000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;180.0;120.0;1.0;1.0
 1700000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;108.0;160.0;2.0;0.0
 800000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;120.0;120.0;1.0;0.0
 5500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;313.0;250.0;2.0;1.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;1.0
 5500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;313.0;250.0;2.0;1.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;1.0
 3800000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;287.0;250.0;2.0;1.0
 1800000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;12.0;130.0;2.0;1.0
 19500000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;5.0;1610.0;500.0;2.0;2.0
 1100000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;90.0;120.0;2.0;0.0
 1150000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;90.0;150.0;2.0;0.0
 725000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;120.0;150.0;2.0;0.0
 3800000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;287.0;250.0;2.0;1.0
 15500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;1156.0;500.0;2.0;3.0
 29000000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;1250.0;700.0;1.0;2.0
 14500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;886.0;500.0;2.0;3.0
 7900000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;3.0;630.0;600.0;2.0;1.0
 1650000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;1.0;232.0;120.0;1.0;1.0
 2500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;315.0;200.0;2.0;1.0
 1100000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;2.0;90.0;60.0;1.0;0.0
 1600000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;248.0;100.0;1.0;0.0
 1350000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;108.0;100.0;2.0;0.0
 3000000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;328.0;160.0;2.0;1.0
 850000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;2.0;90.0;65.0;1.0;0.0
 1350000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;211.0;53.0;1.0;0.0
 1150000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;78.0;100.0;1.0;0.0
 3950000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;328.0;250.0;2.0;1.0
 5300000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;481.0;250.0;2.0;2.0
 3850000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;224.0;220.0;2.0;2.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;3.0;323.0;220.0;2.0;0.0
 3200000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;406.0;250.0;2.0;1.0
 800000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;120.0;120.0;2.0;0.0
 14500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;866.0;500.0;2.0;0.0
 8500000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;5.0;309.0;600.0;2.0;2.0
 3800000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;315.0;250.0;2.0;1.0
 15500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;4.0;1153.0;500.0;2.0;1.0
 1700000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;171.0;120.0;2.0;1.0
 4500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;234.0;240.0;2.0;0.0
 1300000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;176.0;120.0;1.0;1.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 2750000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;220.0;221.0;3.0;2.0
 585000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;2.0;90.0;60.0;1.0;0.0
 2300000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;228.0;200.0;2.0;1.0
 2500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;230.0;200.0;2.0;1.0
 4400000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;234.0;200.0;2.0;1.0
 1800000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;120.0;100.0;2.0;0.0
 675000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;108.0;53.0;1.0;0.0
 14500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;2200.0;700.0;2.0;1.0
 2300000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;216.0;180.0;2.0;1.0
 4700000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;300.0;250.0;3.0;1.0
 1600000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;180.0;100.0;1.0;1.0
 14500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;866.0;400.0;2.0;1.0
 5500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;313.0;250.0;2.0;1.0
 5500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;313.0;250.0;2.0;1.0
 1700000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;120.0;120.0;2.0;0.0
 4350000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;600.0;250.0;3.0;2.0
 2900000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;315.0;250.0;1.0;2.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;3.0;323.0;250.0;2.0;1.0
 4700000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;300.0;250.0;2.0;1.0
 1700000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;108.0;160.0;2.0;1.0
 19500000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;5.0;1610.0;400.0;2.0;2.0
 800000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;120.0;100.0;2.0;1.0
 20000000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;3.0;1250.0;250.0;1.0;1.0
 1150000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;90.0;120.0;2.0;1.0
 3200000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;403.0;145.0;2.0;0.0
 15000000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;1023.0;401.0;2.0;2.0
 3800000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;287.0;250.0;2.0;2.0
 15000000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;1023.0;401.0;2.0;2.0
 3800000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;287.0;250.0;2.0;2.0
 4900000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;664.0;300.0;2.0;0.0
 15500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;3.0;1156.0;500.0;2.0;0.0
 14500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;886.0;500.0;2.0;0.0
 2850000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;2.0;323.0;200.0;2.0;0.0
 15500000000.0 ;Sentul City, Bogor;sentul city;bogor;6.0;6.0;1118.0;600.0;2.0;2.0
 2500000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;5.0;120.0;235.0;2.0;0.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;3.0;4.0;323.0;300.0;2.0;0.0
 585000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;2.0;60.0;120.0;2.0;0.0
 1900000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;379.0;250.0;2.0;0.0
 6300000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;710.0;612.0;2.0;4.0
 3500000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;3.0;300.0;250.0;2.0;0.0
 495000000.0 ;Sentul City, Bogor;sentul city;bogor;2.0;1.0;81.0;50.0;1.0;0.0
 4500000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;3.0;663.0;250.0;2.0;0.0
 4700000000.0 ;Sentul City, Bogor;sentul city;bogor;4.0;4.0;181.0;179.0;2.0;0.0
 5750000000.0 ;Sentul City, Bogor;sentul city;bogor;5.0;4.0;710.0;612.0;3.0;2.0
 300000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;60.0;36.0;1.0;0.0
 630000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;84.0;70.0;1.0;0.0
 1680000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;200.0;90.0;1.0;1.0
 630000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;84.0;70.0;1.0;1.0
 599000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;60.0;1.0;0.0
 890000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;2.0;60.0;55.0;2.0;0.0
 810000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;90.0;45.0;1.0;0.0
 630000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;84.0;70.0;1.0;0.0
 599000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;60.0;1.0;0.0
 600000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;60.0;1.0;0.0
 1200000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;3.0;98.0;78.0;2.0;1.0
 499000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;60.0;30.0;1.0;0.0
 810000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;90.0;45.0;1.0;0.0
 810000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;90.0;45.0;1.0;0.0
 630000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;84.0;70.0;1.0;1.0
 599000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;60.0;1.0;0.0
 810000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;90.0;45.0;1.0;0.0
 630000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;84.0;70.0;1.0;1.0
 599000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;60.0;1.0;1.0
 351000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;60.0;32.0;1.0;0.0
 325000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;90.0;38.0;1.0;0.0
 245000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;36.0;72.0;1.0;0.0
 1350000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;94.0;96.0;1.0;0.0
 250000000.0 ;Cileungsi, Bogor;cileungsi;bogor;1.0;1.0;72.0;22.0;1.0;1.0
 375000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;112.0;68.0;1.0;1.0
 975000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;200.0;100.0;1.0;2.0
 325000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;60.0;1.0;1.0
 1450000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;105.0;100.0;2.0;0.0
 1450000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;105.0;100.0;2.0;0.0
 500000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;60.0;51.0;2.0;2.0
 1500000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;120.0;79.0;2.0;1.0
 359000000.0 ;Cileungsi, Bogor;cileungsi;bogor;3.0;2.0;90.0;75.0;1.0;0.0
 350000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;60.0;38.0;1.0;0.0
 168000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;60.0;29.0;1.0;0.0
 195000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;72.0;21.0;1.0;1.0
 280000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;90.0;36.0;1.0;1.0
 530000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;60.0;30.0;1.0;0.0
 493000000.0 ;Cileungsi, Bogor;cileungsi;bogor;1.0;1.0;60.0;23.0;1.0;0.0
 130000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;150.0;45.0;1.0;2.0
 475000000.0 ;Cileungsi, Bogor;cileungsi;bogor;2.0;1.0;105.0;36.0;1.0;1.0
 500000000.0 ;Kemang, Bogor;kemang;bogor;2.0;1.0;72.0;50.0;1.0;0.0
 525000000.0 ;Kemang, Bogor;kemang;bogor;2.0;1.0;72.0;50.0;1.0;0.0
 1350000000.0 ;Kemang, Bogor;kemang;bogor;3.0;2.0;94.0;96.0;1.0;0.0
 660000000.0 ;Kemang, Bogor;kemang;bogor;2.0;1.0;84.0;45.0;1.0;0.0
 700000000.0 ;Kemang, Bogor;kemang;bogor;2.0;2.0;84.0;45.0;1.0;0.0
 333000000.0 ;Kemang, Bogor;kemang;bogor;2.0;1.0;62.0;36.0;1.0;0.0
 525000000.0 ;Kemang, Bogor;kemang;bogor;2.0;1.0;72.0;50.0;1.0;0.0
 1440000000.0 ;Ciomas, Bogor;ciomas;bogor;4.0;3.0;126.0;180.0;2.0;1.0
 780000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;116.0;85.0;1.0;1.0
 600000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;66.0;56.0;2.0;2.0
 600000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;66.0;56.0;2.0;0.0
 1440000000.0 ;Ciomas, Bogor;ciomas;bogor;4.0;3.0;126.0;180.0;2.0;1.0
 780000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;116.0;85.0;1.0;1.0
 780000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;116.0;85.0;1.0;1.0
 780000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;116.0;85.0;1.0;1.0
 555000000.0 ;Ciomas, Bogor;ciomas;bogor;2.0;2.0;96.0;80.0;1.0;1.0
 1350000000.0 ;Ciomas, Bogor;ciomas;bogor;3.0;2.0;94.0;96.0;1.0;0.0
 530000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;70.0;36.0;1.0;0.0
 930000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;84.0;39.0;1.0;0.0
 900000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;81.0;45.0;1.0;0.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;104.0;60.0;2.0;1.0
 500000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;68.0;36.0;1.0;0.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;60.0;65.0;2.0;1.0
 930000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;84.0;39.0;1.0;0.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;104.0;60.0;2.0;1.0
 960000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;81.0;51.0;2.0;0.0
 1400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;4.0;4.0;120.0;98.0;2.0;0.0
 500000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;68.0;36.0;1.0;0.0
 900000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;81.0;45.0;1.0;1.0
 1150000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;94.0;70.0;2.0;0.0
 1400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;4.0;4.0;120.0;98.0;2.0;0.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;60.0;65.0;2.0;1.0
 930000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;84.0;39.0;1.0;1.0
 900000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;81.0;45.0;1.0;1.0
 1150000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;94.0;70.0;2.0;0.0
 530000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;70.0;36.0;1.0;0.0
 599000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;90.0;36.0;1.0;1.0
 1400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;4.0;4.0;120.0;98.0;2.0;0.0
 500000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;68.0;36.0;1.0;1.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;60.0;65.0;2.0;1.0
 930000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;39.0;84.0;1.0;1.0
 900000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;81.0;45.0;1.0;1.0
 530000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;70.0;36.0;1.0;0.0
 530000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;70.0;36.0;1.0;0.0
 530000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;70.0;36.0;1.0;0.0
 500000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;68.0;36.0;1.0;0.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;60.0;65.0;2.0;1.0
 930000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;84.0;39.0;1.0;0.0
 900000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;81.0;45.0;1.0;1.0
 960000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;81.0;51.0;2.0;0.0
 1400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;4.0;4.0;120.0;98.0;2.0;0.0
 530000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;70.0;36.0;1.0;0.0
 1080000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;104.0;60.0;2.0;1.0
 1150000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;94.0;70.0;2.0;0.0
 800000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;72.0;39.0;1.0;1.0
 637000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;65.0;60.0;2.0;0.0
 755000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;78.0;60.0;2.0;0.0
 685000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;64.0;60.0;2.0;0.0
 438000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;60.0;35.0;1.0;0.0
 438000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;63.0;36.0;1.0;1.0
 1090000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;65.0;87.0;2.0;0.0
 570000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;3.0;2.0;90.0;80.0;1.0;0.0
 435000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;60.0;36.0;1.0;1.0
 960000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;2.0;60.0;94.0;2.0;0.0
 466000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;60.0;40.0;1.0;0.0
 400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;60.0;40.0;1.0;0.0
 400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;60.0;40.0;1.0;0.0
 400000000.0 ;Gunung Sindur, Bogor;gunung sindur;bogor;2.0;1.0;60.0;40.0;1.0;0.0
 500000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;83.0;45.0;1.0;1.0
 1620000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;5.0;2.0;104.0;180.0;3.0;0.0
 375000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;45.0;1.0;0.0
 1620000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;5.0;2.0;104.0;180.0;3.0;0.0
 810000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;105.0;45.0;1.0;1.0
 1140000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;3.0;2.0;84.0;76.0;2.0;1.0
 1080000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;3.0;2.0;84.0;84.0;2.0;1.0
 195000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;40.0;36.0;1.0;1.0
 500000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;75.0;38.0;1.0;1.0
 100000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;55.0;36.0;1.0;1.0
 275000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;40.0;1.0;1.0
 400000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;84.0;45.0;1.0;2.0
 400000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;84.0;45.0;1.0;2.0
 456000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;72.0;39.0;1.0;0.0
 473000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;72.0;36.0;1.0;0.0
 275000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;40.0;1.0;1.0
 275000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;40.0;1.0;1.0
 160000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;42.0;42.0;1.0;1.0
 399000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;40.0;1.0;0.0
 225000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;36.0;1.0;0.0
 790000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;4.0;4.0;150.0;147.0;2.0;0.0
 150000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;55.0;36.0;1.0;1.0
 437000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;113.0;36.0;1.0;0.0
 250000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;60.0;55.0;1.0;0.0
 125000000.0 ;Bojong Gede, Bogor;bojong gede;bogor;2.0;1.0;30.0;30.0;1.0;0.0
